title;sentiment_ml_finance
Dolar AS Menguat Tipis, Rupiah Berikan Perlawan;0
BPD Bali Raup Laba Bersih Rp 807,7 Miliar hingga Oktober 2024;1
Tips Investasi saat Kondisi Ekonomi Lagi Labil;1
Gampang dan Cepat, M-Smile Bikin Transaksi Lintas Negara Jadi Seru!;1
OJK Ramal Kredit Tumbuh 9-11% di 2025, DPK 6-8%;2
Prabowo-Gibran Jadi Presiden dan Wapres Terpilih, Pengusaha Ingatkan PR Ini;1
"IHSG ""Loyo"" di Awal Sesi Perdagangan, Rupiah Menguat";0
Jelang Pelantikan Trump, Pasar Keuangan RI Bakal Gejolak Pekan Depan?;0
IHSG Ambrol, Melemah Lebih dari 2%;0
IHSG Melemah ke 6.585,7 di Sesi Pertama (13/2), Sektor Energi Turun Paling Dalam;0
Perang Dagang AS-China Bikin Rugi RI: Asing Kabur & Rupiah Rontok;0
Polisi Ungkap Sindikat Penipu Lansia di Kelapa Gading Punya 50 Kelompok;1
OJK Catat Kredit Perbankan Tumbuh 11,28%, Simpanan Masyarakat Melambat;0
Sinergi dengan PPA, BTN Pangkas Kredit Bermasalah Hampir Rp 900 M;0
IHSG Pagi Ini di Zona Merah ke Level 7.526;1
Ternyata Ini Alasan Amerika Serikat Jadi Penguasa Ekonomi Dunia;1
Perbankan RI Raup Untung Kala Suku Bunga dan Dolar AS Lagi Tinggi, Kok Bisa?;0
Porsi Kredit UMKM BNI (BBNI) Tembus 10%, Ini Penyebabnya;2
bankjatim Beberkan Capaian 2023 dan Rencana Kerja di 2024;1
Transformasi BNI Dinilai Bawa Imbas Positif. Bisa Jadi Saham Pilihan?;2
SRBI Serap Likuiditas Bank, Rasio GWM Perlu Diturunkan Lagi;0
"Sektor Energi dan Bahan Baku Jadi ""Pemberat"" Laju IHSG Pekan Lalu";0
Bos BNI Buka-bukaan soal Fenomena Masyarakat Makan Tabungan;1
BI Senang Duet Sri Mulyani-Tim Prabowo Bikin Rupiah Menguat;2
Dolar AS Menguat, Bank Mandiri Buka-bukaan Simpanan Valas;2
Banyak Diburu Asing, Investasi SBN Kian Mudah Lewat Aplikasi;2
IHSG Menguat Seharian, Tergelincir ke Zona Merah Saat Penutupan;0
Dolar AS Menguat Pagi Ini Jelang Pengumuman Suku Bunga Acuan;2
Dolar AS Melemah Tipis ke Rp 16.100 di Akhir Tahun;0
Bikin Takut Bank-Bank Besar RI, Isu Ini Bakal Lanjut Tahun Depan;1
Masuk Daftar 45 Saham Pre-opening, Saham GOTO Makin Likuid?;1
Video: Kala Rupiah Bergejolak, Ini Investasi Yang Masih Diincar Asing;0
Program Prabowo Hapus Utang 1 Juta UMKM Disebut Untungkan Bank;0
Dolar AS Diramal Tetap Berada di Level Rp 16.000 Sepanjang Tahun;1
Menata Sistem Akselerasi Ekonomi Nasional;1
Dunia Menyambut Prabowo, Presiden ke-8 Republik Indonesia;1
Jadi Penyalur FLPP Terbaik se-Indonesia, BSB Diganjar Penghargaan;1
"Sri Mulyani Ungkap 6 ""Kengerian"": No Body Knows-Efek Gak Kaleng-Kaleng";1
Mari Merapat! Ini Bocoran Kapan Borong Saham Mandiri, BCA & BRI;1
Bank Indonesia Siap Suntik Likuiditas Rp80 Triliun untuk Program 3 Juta Rumah;1
IHSG Ditutup di Zona Hijau;1
IHSG Diproyeksi Bakal Rebound, Pantau 5 Rekomendasi Saham yang Dijagokan Analis;0
Awal Sesi, IHSG dan Rupiah Bangkit;0
IHSG Hari Ini Diramal Mengalami Penguatan;0
KUR Rp 300 Triliun ke UMKM Diharapkan Tepat Sasaran;1
IDR Melemah terhadap USD, Simak Kurs Rupiah di 5 Bank Besar Indonesia;0
Top! bank bjb Borong 4 Penghargaan di Indonesia Marketing Festival 2024;1
Diajak AHY Isi Rakernas, Sri Mulyani Ungkap PNBP ATR Tembus Rp 2 T;2
IHSG Ditutup Terjungkal ke Level 6.531, Penambahan Anggaran Makan Bergizi Gratis Jadi Katalis Sejumlah Saham;2
Rupiah Loyo ke Rp 16.403 per Dolar AS, Analis Sebut Dampak dari Kebijakan Tarif Trump;0
BI Rate Jadi 6,25%, Bunga Kredit Bank Mandiri Ikut Naik?;2
1 Yuan Berapa Rupiah? Begini Cara Ceknya Secara Online;1
IHSG Begitu Cerah, Awali Pekan di Zona Hijau;2
AS Jadi Kambing Hitam Padahal Jepang Juga Ikut Buat Dunia Terbakar;0
Era Suku Bunga Tinggi Berakhir? Ini Jawaban Tak Terduga Sri Mulyani!;1
BP Tapera Salurkan Rp 132 T untuk 1,47 Juta Unit Rumah Sejak 2010;1
Perkuat Kinerja Bisnis, bank bjb Masuk Daftar 100 Perusahaan Terbaik;1
Rupiah Anjlok Gegara Inflasi AS Naik, Dolar Melesat ke Rp15.850;0
Alhamdulillah IHSG Dibuka di Zona Hijau;1
BI Tahan Suku Bunga di 6%, Ini Alasannya!;0
Kredit BNI Tembus Rp 727 T, Ditopang 3 Sektor Ini;2
Dampak Penurunan Suku Bunga;0
Bahlil: Presiden Targetkan Lifting Minyak Capai 1 Juta Per Hari di 2028-2029;2
Bos BI Pede Perbankan RI Tetap Kuat di Tengah Isu Resesi Negara Maju;2
Pegadaian Raih Penghargaan Indonesia Living Legend Companies Awards 2024;2
Terungkap! Ini Dia Nih Biang Kerok Harga Tiket Pesawat Mahal;0
IHSG Ambruk 1,75% Masih Tertekan Kinerja Emiten Besar;0
Rupiah Terus Jatuh, Harga Jual Dolar AS di Bank Sudah Rp16.000;0
Bos BI Ungkap Biang Kerok Dolar AS Menggila;0
UU KIA Disahkan, Menuju Indonesia Emas 2045;1
Waka Komisi XIII DPR Pertanyakan Dasar Hukum Mary Jane Diserahkan ke Filipina;1
Harga Beras hingga Gula di Ritel Bisa Melonjak Efek Dolar AS Menguat;2
1 Dolar Brunei Berapa Rupiah? Segini Nilainya;1
IHSG Awal Februari Dibuka Menguat ke 7.218, tapi Tak Lama Berbalik Loyo;0
Sukses Kelola Aset, Angka Kredit Macet dan Berisiko BRI Turun;0
IHSG Dibuka di Zona Hijau;1
IHSG Dibuka di Zona Hijau, Naik 0,67% ke 7.349;2
IHSG Hari Ini Dibuka 2 Arah, Begini Pergerakannya;1
IHSG Dibuka Menguat Jelang Akhir Tahun;2
Tiba-tiba Rupiah Perkasa! Dolar Kini Rp15.900, Ini 5 Penyebabnya;0
Anggota DPR Dukung Rencana Pembukaan Kantor Cabang BNI di Sydney;1
Cek Dulu! Begini Prediksi IHSG dan Rekomendasi Saham Hari Ini;1
Dibuka Menguat, IHSG Dibayangi Tekanan Fluktuasi Rupiah hingga Capital Outflow;0
Manfaatkan Teknologi AI, BTN Pacu Pertumbuhan Bisnis & Manajemen Risiko;2
Kacab Bank Papua-Bos Delevoper di Maybrat Tersangka Korupsi KPR Rp 44,8 M;1
Bahas 3 Juta Rumah, Ini Hasil Pertemuan 2 Menteri Prabowo, DPR & BI;1
Suku Bunga Turun Bawa Angin Segar, IHSG Ditutup Melesat ke Level 7.905;0
Mayoritas Bursa Asia Hijau, IHSG Dibuka Naik ke 7.375;2
Video: Ricuh Trump 2.0,Penggalangan Dana di Pasar Modal Masih Menarik?;1
Cek Rekomendasi Saham Hari Ini saat IHSG Diprediksi Menguat;2
Pengusaha Keberatan DHE 100% Diparkir 1 Tahun, Usulkan 4 Hal Ini;1
Pertamina Patra Niaga Sesuaikan Harga Pertamax, Tetap Paling Terjangkau;1
IHSG Dibuka Menguat di Akhir Pekan;2
Kala Kambing dan Domba di Tasik Adu Kasep hingga Otot di Pesta Patok;1
IHSG Awal Pekan Dibuka di Zona Hijau;1
Indonesia Siap Perangi COVID Lagi;1
Dolar Naik, Sektor Gedung Perkantoran Kena Dampak?;2
Asing Mulai Banjiri Indonesia Tapi Jualan BI Tetap Gak Laku;0
Jokowi Sebut Konser Taylor Swift 6 Hari di Singapura Bikin Capital Outflow dari RI;2
Melaju Kencang, BRI Salurkan KUR Senilai Rp76,4 triliun Kepada 1,5 Juta Pelaku UMKM Hingga Mei 2024;2
Menakar Dampak Gonjang-ganjing Industri Tekstil Indonesia;1
Menilik Regulasi Klinik Kecantikan;1
Inflasi dan Deflasi: Pengertian, Perbedaan, Jenis, hingga Dampaknya;1
Top! Pendapatan Bunga Bersih KB Bank Tumbuh 84,15% di Kuartal III-2024;2
Breaking, IHSG Dibuka Ambruk 1% Lebih Balik ke Level 6.600;0
Penyaluran Kredit Properti Naik, NPL Membaik;2
IHSG Bergerak di Zona Merah ke Level 7.313, Simak Rekomendasi Sahamnya;1
Dolar AS Tembus Rp 16.400, Anggaran Proyek IKN Bisa Bengkak?;2
Kengerian Baru RI datang dari China, AS & Rusia: Sri Mulyani Pusing;1
IHSG Masih Lanjut Koreksi, Dibuka Turun 0,2%;0
Strategi Investasi Paul Tudor Jones, Cuan Rp 1,55 Triliun Sehari;1
15 Tahun Berlangsung, Penyaluran Subsidi Rumah Capai 1,59 Juta Unit;1
Aturan Lengkap! DHE Wajib Disimpan 100% di RI Mulai 1 Maret 2025;1
Bank Usul Perpanjangan Tenor KPR buat Program 3 Juta Rumah;1
Meraih Peluang Ekonomi di Tahun 2025;1
Deretan Pekerjaan yang Sulit Dapat KPR;1
Proyeksi Saham BRI Hingga Mandiri Hari Ini, Saatnya Beli?;1
Tak Mau Jadi Beban APBN, Proporsi KPR FLPP Diusulkan 50:50;1
Besok Long Weekend! IHSG Dibuka Menguat ke 7.274;0
Menumpas Wasit-wasit Nakal;1
Jadi Runyam 2 Bang Jago Paksa Tukar Receh Jadi Jutaan di Kedai Ayam;1
bank bjb Catat Kinerja Solid Sepanjang 2024, Total Aset Q3 Capai Rp 210 T;2
Ekonomi RI Lesu, IHSG Anjlok;0
BI dan Bank Sentral se-ASEAN Dorong Transaksi Mata Uang Lokal Lintas Kawasan;2
BI Rate Turun Belum Bikin Penurunan Bunga Kredit Bank, Ini yang Mesti Dilakukan;0
Sri Mulyani Buka Suara soal Rp 53,73 Triliun Mengalir ke BUMN-LPDP;1
Kurs 1 Dollar AS Sempat Anjlok Jadi Rp 8.170 di Google, Ini yang Perlu Diketahui;0
Rupiah Dibuka Melemah Tertekan Kebijakan Tarif Trump;0
BI: Harga Pangan Bakal Turun, Imbas Menguatnya Nilai Tukar Rupiah;0
Begini Asal Mula Masalah Dolar Rp15.000 Terbang ke Rp16.300;1
Patut Dipertimbangkan! Ini Keuntungan Investasi Reksa Dana Pasar Uang;1
Dolar AS Mendominasi, Balik ke Zona Rp 15.700-an;0
Video: IHSG Ambruk 2% Lebih - Nissan & Honda Terancam Batal Merger;0
BI dan 8 Bank Mau Luncurkan Lembaga Baru di 30 September 2024;1
Was-Was Soal Daya Beli, Investor Pantau Data Ekonomi RI Terbaru;1
Jaga Stabilitas Ekonomi, RI Perbarui Aturan Devisa Hasil Ekspor SDA;1
Pertumbuhan Aset Bank Syariah di NTB Lampaui Konvensional;2
Orang RI Diramal Makin Banyak yang Nabung, Begini Datanya;1
Drama-drama di Pekan Pendaftaran Calon Kepala Daerah;1
IHSG Hari Ini Hijau Seharian, Ditutup Menguat ke 7.544;2
Akhir Pekan, IHSG Ditutup Betah di Zona Hijau;1
Banyak Kabar Buruk dari AS, Cek Rekomendasi Saham Hari Ini;0
Bank Mandiri Klaim Masih Kuat Jika Dolar AS Tembus Rp 17.000;0
Gara-gara Judi Online;1
Trump Bikin Dana Asing Kabur dari RI, Saham Paling Ngenes;0
IHSG Bakal Melemah? Simak Analisis dan Rekomendasi Saham Hari Ini;0
Dolar AS Gencet Rupiah ke Rp 16.169;1
IHSG Babak Belur, Asing Kabur Tiap Hari!;0
Gara-gara Ini, Bos BI Ramal Rupiah Bakal Menguat;2
RI Diminta Antisipasi Dampak Ini dari Perang Iran Vs Israel;0
Menanti Data Neraca Dagang China, Waspada Rupiah Masih Volatil!;0
BI Guyur Insentif Likuiditas Rp 280 Triliun untuk Kerek Kredit Bank;2
Pak Jokowi, RI Jebol! Asing Ramai-Ramai Kabur;1
Tarif Listrik Tak Bakal Naik, Bagaimana dengan Harga BBM?;2
"Video: IHSG Lagi Diskon ""Gede-gedean!""";1
CIMB Niaga (BNGA) Bukukan Laba Bersih Rp 6,6 T di Kuartal III-2024;1
Setiawan Ichlas Jadi Utusan Khusus Presiden, Apa Tugasnya?;1
Perusahaan Pelat Merah Kompak Optimalkan Potensi Wisata RI;2
Anggota Komisi VI DPR Puji Kinerja-Inovasi BNI, Termasuk wondr by BNI;1
Usai Libur Panjang, IHSG Hari Ini Diprediksi Melemah;0
25 Contoh Soal Ekonomi Kelas 10 Semester 2 Kurikulum Merdeka dan Jawabannya;1
Kebijakan Fiskal dan Postur APBN 2025;1
Kompak Dengan Bursa Asia, IHSG Mengawali Pekan Dengan Penguatan;0
Menteri ESDM Sebut Impor Minyak Buat Indonesia Rugi Rp 500 Triliun;0
Perkuat Sinergi, BP Tapera Konsolidasi Bareng Bank Himbara Penyalur FLPP;1
Pemangkasan Bunga BI Disebut Belum Efektif Geber Pertumbuhan Ekonomi;0
Peta Politik Pilkada Jakarta Usai NasDem Dukung Anies Baswedan;1
IHSG Ditutup di Zona Merah, Turun ke Level 7.716;0
Sri Mulyani soal Target Kasus BLBI: Nanti Koordinasi dengan Menko Baru;1
BTN Tambah Porsi KPR Subsidi, Driver Ojol-Tukang Cukur Bisa Dapat!;1
Alasan Rupiah 'Berpesta' di Pelantikan Trump, Dolar Bisa Rp15.000an?;1
Kredit Tumbuh Double Digit, Kinerja Keuangan Bank JTrust Makin Solid!;2
Anti Jadi Investor Nyangkuters 2024, Caranya Hindari Saham-Saham Ini;1
Utang Jutaan Petani dan Nelayan Akan Dihapus Prabowo;1
OJK Bikin Aturan Baru buat Perbankan, Ini Isinya;1
IHSG Pagi Ini Bergerak di Zona Merah ke 7.385, Turun 0,65%;0
Ekonomi Dunia Diprediksi Loyo 2025-2026, tapi RI Bakal Baik-baik Saja;0
Izin Usaha BPR Bali Artha Anugrah Dicabut OJK, Simpanan Nasabah Dijamin LPS;1
IHSG Seharian di Zona Hijau, Ditutup Menguat ke 7.063 Jelang Akhir Pekan;0
BRI Pastikan Dukung Program Pembangunan 3 Juta Rumah;1
IHSG Diprediksi Menguat di Awal Pekan, Saham Ini Berpotensi Cuan;2
IHSG Kebakaran, Asing Pilih Koleksi Saham BRIS dan BBRI;1
Awal Pekan, Dolar AS Melemah ke Rp 15.760;0
IHSG Ditutup Menguat di Level 7.681;2
BI Guyur Likuiditas Rp295 T, Swasta Dapat Lebih Banyak Dibanding BUMN;2
Rupiah Berotot Lagi, Dolar AS Makin Menjauh dari Rp 16.400;0
BNI Kejar Pertumbuhan Kredit hingga 10% Tahun Ini;2
IHSG Ditutup di Level 6.889, Betah di Zona Hijau;1
Jemaah Haji 2025 Diusulkan Membayar Bipih Rp 65 Juta;1
Rupiah Dibuka Melemah ke Level Rp 16.390 per Dolar AS Gegara Ini;0
BNI Sebut Regulasi Baru DHE Bisa TIngkatkan Likuiditas Perbankan;2
Ada Apa dengan Pulau Dewata?;1
Solusi Terintegrasi QLola by BRI untuk Manajemen Kas Bisnis yang Efisien;1
IHSG Ambruk Hampir 2%, Analis Sepakat Soal Ini;0
Bank Indonesia Tahan Bunga Acuan di Level 6%!;1
OJK: Ruang Penurunan Bunga Kredit Bank Masih Terbatas di 2024;1
Holding Ultra Mikro Pastikan Bunga Kredit Nggak Bakal Naik;2
Central Counterparty, Upaya Mewujudkan Pasar Uang Setara Negara Maju;1
BRIS Konsisten Menguat, Sempat Sentuh All Time High di Level Rp 3.180;2
Daftar Negara Timur Tengah dan Ibu Kotanya, Ada Bahrain hingga Oman;1
Perusahaan Pinjol Banyak yang Gugur, Ternyata Ini Penyebabnya;0
OCBC Indonesia (NISP) Mau Buyback Saham Rp 800 Juta;1
IHSG Pagi Ini Lesu di Level 7.496;0
Bos BI Happy Rupiah Terus Menguat Hantam Dolar AS;2
Penyaluran KUR Tahun Depan Ditargetkan Rp 300 T;1
Buru Utang Obligor, Satgas BLBI Sudah Raup Rp 38,2 T dari Target Rp 110,45 T;2
Terbongkar! Ini Biang Kerok yang Bikin Tiket Pesawat Jadi Mahal Banget;1
Diluncurkan 30 September, Lembaga Ini Bisa Bikin Rupiah Berotot;1
Tertunda 5 Tahun, Tukin Dosen ASN Siap Cair!;1
284 Saham Naik, IHSG Hari Ini Ditutup Menguat ke 7.247;2
Pembawa Pesan Perdamaian dari Vatikan;1
Sekuritisasi Aset Tak Jadi Andalan Bank untuk Mencari Likuiditas;1
OJK Minta Perbankan Jaga Likuiditas Buat Dukung Program Prabowo;1
Rupiah Menguat Didorong Redanya Kekhawatiran Perang Dagang Global;2
Investor Siap-Siap Sport Jantung, Nasib Pasar RI Dipegang Orang Ini;1
Trending Kurs Dollar ke Rupiah jadi Rp 8.170, Ini Kata BI dan Google;2
Bos BI Bilang Rupiah Bisa Menguat ke Rp 15.800/US$, Kapan?;2
IHSGAnjlok 5,16% Sepekan, Investor Kencangkan Sabuk Pengaman;2
IHSG Kembali Dibuka Menguat ke 7.341, Menguat 0,15%;2
Bakal Ada Skema KPR Flat 35 Tahun, Kapan Penerapannya?;1
Ketahuan ke Malaysia Berujung Marimutu Sinivasan Ditangkap di Perbatasan;1
Investor Jangan Panik, Naruh Duit di RI Masih Menarik! Ini Alasannya;0
Tinggal Tunggu PMK, 48 Ribu Rumah Subsidi Siap Akad Awal 2025;1
BRI (BBRI) Bidik Pertumbuhan Kredit 7%-9% Tahun Ini;2
Dolar AS Tekuk Rupiah ke Rp 16.279!;0
Dolar AS Mulai Jinak ke Level Rp 16.169 Pagi Ini;2
Parlemen Usulkan Strategi Antisipasi Nilai Tukar Rupiah Tidak Melemah;0
Perang Iran Vs Israel Bisa Guncang Ekonomi,  Jokowi Mau Tebar Bansos Lagi?;0
Ekspor RI Maret Tembus US$ 22,43 M, Naik 16,40%;2
Selasa Pagi Dolar AS Menguat ke Rp 15.798;2
Teka-teki Libur Sekolah Selama Ramadan;1
OJK Beberkan Kondisi Terkini Perbankan di RI;1
Cuma Menguat Sebentar, IHSG Hari Ini Lengser ke 7.073;2
Lebih Cepat dari Target! BSI Resmi Masuk Jajaran Top 10 Global Islamic Bank;2
Rupiah Makin Digencet Dolar AS, Begini Respons Pemerintah;0
IHSG Seharian di Zona Merah, Ditutup Melemah ke 7.258;0
Jurus BI Perkuat Keamanan Siber dan Perlindungan Konsumen;2
CCP Resmi Berdiri, Pasar Keuangan RI Kini Setara Negara-Negara Maju;1
Bank Perkreditan Rakyat atau BPR: Pengertian, Fungsi, dan Contohnya;1
Menakar Harga Data Pribadi Kita;1
Hashim Kasih Bocoran Duit Danantara Akan Dipakai Buat Ini;1
Dolar AS Hari Ini Menguat Lawan Rupiah dan Yen Jepang, Begini Pergerakannya;2
OJK Ungkap Biang Kerok Banyak BPR Bangkrut;0
IHSG Melesat, Saham Emiten Prajogo dan Himbara Jadi Penopangnya;2
Rupiah Hari Ini : Waspada Tantangan Deflasi & Kontraksi Manufaktur!;0
IHSG Terkapar Lagi Gegara Saham Grup Konglomerat Ambruk;0
Gegara Ini, IHSG Ambruk 1% Lebih & Balik Ke 7.200-an;0
Apa Itu Teks Argumentasi? Ini Pengertian, Struktur, Ciri, dan Contohnya;1
Mengantisipasi Volatilitas Arus Modal;1
Indeks Bisnis UMKM BRI Mulai Membaik dan Prospektif di Triwulan II-2024;2
Isi Postur APBN Prabowo-Gibran yang Sudah Direstui Banggar DPR;1
Terkoreksi 2 Hari Beruntun, Ini Rekomendasi Saham yang Bakal Cuan;0
Begini Kata Google soal Dolar AS Tiba-tiba Jadi Rp 8.170;1
Jelang Akhir Pekan, Dolar AS Tembus ke Level Rp 15.900!;0
Tok! Kuota FLPP Tahun Depan 220.000 Unit;1
Jokowi Groundbreaking 2 Entitas Himbara di IKN, Penunjang Kluster Finansial;1
Bank Bengkulu Punya Direksi Baru, Fokus Pengembangan Bisnis;1
20 Mobil Terlaris Awal Tahun 2024: Sigra Juara, Mobil Listrik Masuk Daftar;1
Siasat Produsen Andai Harga Motor Naik Imbas Dolar Meroket;2
Cadangan Devisa RI Turun Lagi Jadi US$ 140,4 Miliar, Ini Penyebabnya;0
Sri Mulyani Lapor Jokowi soal Gonjang-ganjing Ekonomi Dunia & Dampak ke RI;0
Bos BI Yakin Ekonomi Global Masih Tumbuh Subur, Ini Syaratnya!;2
Bos OJK dan BEI Buka Suara Soal IHSG Anjlok, Ini Katanya;0
Sri Mulyani Ungkap Situasi Makin Ngeri! Kiri Kanan Ada Masalah;0
IHSG Hari Ini Berpotensi Melemah, Simak Rekomendasi Sahamnya;0
7 Maskapai Dipanggil soal Harga Tiket Pesawat Mahal, Begini Hasilnya;1
Dampak Mengerikan buat RI Jika Dolar AS Terus-terusan Gencet Rupiah;0
Dolar AS Akhir Pekan Turun ke Level Rp 15.919;0
Trump Umumkan Darurat Energi. Begini Dampaknya ke RI!;0
IHSG Ditutup di Zona Merah, Anjlok ke Level 7.543,82;0
IHSG Hari Ini Diprediksi Menguat, Bisa Balik ke 7.000?;2
Ini Penyebab Harga Pertamax Tidak Naik;0
Punya Likuiditas & Permodalan Memadai, BRI Optimis Tumbuh Lebih Baik di Tahun 2024;2
Ada Kabar Buruk Dari Amerika Serikat, IHSG Dibuka Lesu;0
BI Siapkan Tempat Parkir Baru buat Tampung Dolar Eksportir;1
PJ Gubernur Minta Pemkab dan Pemkot Simpan Kas daerah di Bank Banten;1
Kredit Macet Paylater Turun, Ternyata Gara-Gara Ini;0
Heboh Dolar AS Anjlok Jadi Rp 8.000-an di Google, Sampai Trending di X;0
Outlook Ekonomi DPR Bahas Dampak APBN 2025 bagi Pengusaha RI;1
Ekonom Minta Pemerintah Jaga Ini Agar Ekonomi Tetap Moncer;1
IHSG Hari Ini Dibuka Menguat, tapi Tak Lama Melempem ke 7.280;0
Sri Mulyani Sebut Kondisi APBN Seperti Timnas U-23;1
Marimutu Sinivasan Ditangkap di Perbatasan, Ketua Satgas BLBI Buka Suara;1
RI Dibanjiri Dana Asing Rp 36 Triliun, Siapa Paling Diuntungkan?;1
Bertambah Lagi Bank di RI Bangkrut, Kini BPR Purworejo;0
Kasih Cuan Rp 20,33 T ke Pemegang Saham, Bos BRI Bilang Gini!;1
BNI Salurkan Kredit Rp 735 T, Bidik Pertumbuhan 12% di Akhir 2024;2
IHSG Terjun Bebas di Akhir Tahun;1
Adu Penyaluran Kredit Mandiri-BRI-BCA-BNI : Siapa Paling Ekspansif?;1
Sri Mulyani Buka-bukaan 2023 Jadi Tahun yang Berat, Ada Apa?;1
Menanti Pamor Satgas Impor;1
IHSG Sepanjang Hari Betah di Zona Hijau;1
Head to Head Wajah Lama dan Baru di Pilgub Jakarta;1
BP Tapera: Tak Sedikitpun Uang Peserta Dipakai buat Operasional;1
Modal Asing Rp 8,07 Triliun Kabur dari RI di Pekan Pertama April;0
Dampak Buruk buat RI Jika Dolar AS Terus-terusan Gebuk Rupiah;0
Sepanjang Hari Lesu, IHSG Ditutup di Zona Merah;0
Saham Bank Jumbo Ambruk, Bos BNI (BBNI): Tunggu Saja Pasti Balik;1
Ini Penyebab Ambruknya Rupiah di 1998, 2020 & 2024: Mana Terparah?;0
Gubernur BI: Perlu Sinergi Semua Pihak Hadapi Tantangan Perekonomian 2025;1
Bahaya Tren Olahraga di Tengah Membaranya Thomas, Uber, dan Piala Asia;0
BI Catat Uang Beredar RI Tembus Rp 9.175 T di November 2024;2
Biang Kerok Dolar AS Keok Usai Sempat Gebuk Rupiah;0
BI Bujuk Investor China Genjot Investasi di RI;2
Berantas Rumah Sakit 'Nakal' Pelaku Klaim BPJS Palsu;1
Muncul Ide Pajaki Orang Super Kaya, Sri Mulyani: G20 Masih Belum Sepakat;1
Saat Khofifah Tanam Kedelai Pakai Drone di Bangkalan;1
Dolar AS Kembali Menguat Pagi Ini ke Level Rp 15.774;2
Prabowo Batal Buka Perdagangan Perdana Bursa, Digantikan Sri Mulyani;1
"JP Morgan&#39;s List of Preferred Indonesian Stocks in ASEAN for February 2025";1
Terbang! 7 Saham Konglo Ini Cuan Ratusan Persen di 2024: Ada Prajogo;1
2 Bulan Ditinggal Investor Asing, Seburuk Itukah Indonesia?;1
Dear Pemerintah, Ini Saran Pengamat biar Industri Properti Tetap Ngegas;1
Bukan Halusinasi! 7 Bukti Ekonomi RI Sedang Dalam Masalah;1
Dolar AS Menguat Lagi Tembus Rp 16.200;2
Bos OJK Perintahkan Bank dan LJK Dukung Program 3 Juta Rumah Prabowo;1
Erick Thohir Puji BRI Torehkan Laba Rp 60,4 Triliun di Q-IV 2023;2
Cerita Utang BLBI Lebih dari Rp 110 T, Mahfud Minta Jokowi Terus Kejar;1
Jelang Akhir Pekan Dolar AS Turun ke Rp 15.584;0
Penjualan Mobil Anjlok Sampai 26 Persen, Momen Lebaran Masih Jadi Harapan;0
Asing Kabur Bawa Rp4,7 T, IHSG Sudah Ambruk 8%;0
Bisakah RI Ulang Cara Habibie Pulihkan Rupiah hingga ke Rp 6.500/US$?;2
Jokowi Bakal Kasih Bansos Pangan Sampai Desember, APBN 2024 Aman?;1
Khofifah Sambut Baik Penghapusan Kredit Macet UMKM dari Presiden Prabowo;2
Kualitas Membaik, Intip Strategi BRI Turunkan Rasio Kredit Bermasalah;0
KUR Tak Masuk Kriteria Program Hapus Tagih UMKM, Ini Alasannya;1
Modus Pegawai Komdigi Tersangka Judi Online: Situs Tak Diblokir Kalau Kenal;1
Biaya Konstruksi Terancam Bengkak Gegara Konflik Iran-Israel? Ini Kata PUPR;0
Sektor Jasa Keuangan Aman, OJK Minta Bank Cs Lakukan Ini;1
Di Luar Dugaan: Trump Bawa Terbang IHSG 7.200;1
Nasib Pendidik di Antara UU Perlindungan Anak dan UU Perlindungan Guru;1
Menguat Lagi, Dolar AS Makin Betah di Zona Rp 16.400-an;2
Gokil! 10 Juta HP Banjiri Indonesia di Q1 2024, Ini 5 Penguasanya;0
Kompak! Perbankan Mulai Jual Dolar AS Rp 16.000;1
IHSG Ditutup Menguat, Naik ke Level 7.642;2
Prabowo: Orang Kecil Main Saham Pasti Kalah, Bandar yang Menang!;1
Kabar Baik, BI Perpanjang Keringanan Bayar Cicilan Kartu Kredit;2
IHSG Hari Ini Bak Roller Coaster hingga Ditutup Melemah ke 7.123;0
Apa Itu Carry Trade Yen? Pendulum di Balik Ambruknya Pasar Keuangan;1
IHSG Ambruk 2% Lebih, Sentuh Level Terendah Sejak 24 Juni 2024;0
Daftar Saham Terboncos Pekan Ini, Ada 3 Emiten Milik Prajogo Pangestu;1
Sempat Heboh di Level Rp 8.000-an, Begini Ramalan Dolar AS Pekan Depan;0
IHSG Pagi Ini Lesu di Level 7.496;0
Video: Bankir Beberkan Efek Era Trump 2.0 ke Rupiah Hingga IHSG & SBN;1
NPL Turun, Bos BRI Ungkap Kunci Mengelola Kualitas Aset Kredit;0
IHSG Ditutup di Zona Hijau, Menguat ke Level 7.314;2
Dibuka di Zona Hijau, IHSG Sore Ini Ditutup Merosot!;0
IHSG Sepanjang Hari Betah di Zona Hijau;1
Dolar AS Menguat ke Rp 16.200 Jelang Akhir Pekan;2
Tok! DPR Setujui Defisit APBN 2024 Naik Jadi Rp 609,7 Triliun;2
Lima Mata Uang yang Terganggu Gegara Dolar AS Meroket;0
Dampak Ngeri Bila dolar AS Terus Tekuk Rupiah: Harga Barang Naik, Daya Beli Lesu;0
Awal Pekan Dolar AS Menguat Lagi ke Rp 16.454;2
Jelang Akhir Pekan IHSG Bergerak Naik ke Level 7.251;2
IHSG Menguat ke Level 7.096 Pagi Ini;2
Analis Lihat Sinyal IHSG  Menguat, Intip 5  Rekomendasi Saham Potensial Cuan;2
BSI Tempati Peringkat 30 'World's Most Trustworthy Companies 2024';1
